Start_date,Start_day,Start_time,SHour,End_date,End_day,End_time,Duration,Category,Pickup,Destination,KM,Purpose,Driver_Rating,Fare,Tip,Payment_Method,Status
19-May-16,Thursday,14:30:00,14,19-May-16,Thursday,14:35:00,00:05:00,Business,Whitebridge,Preston,1.5,,0,79.5,7,Uber Cash,Completed
04-Dec-16,Sunday,15:19:00,15,04-Dec-16,Sunday,15:25:00,00:06:00,Business,Preston,Whitebridge,1.7,Errand/Supplies,0,86.1,8,Uber Cash,Completed
18-Mar-16,Friday,16:27:00,16,18-Mar-16,Friday,16:35:00,00:08:00,Business,Whitebridge,Heritage Pines,3.1,Errand/Supplies,,132.3,13,Card,Completed
11-Sep-16,Sunday,16:47:00,16,11-Sep-16,Sunday,17:02:00,00:15:00,Business,Heritage Pines,Whitebridge,3.2,Errand/Supplies,,135.6,13,Uber Cash,Completed
31-May-16,Tuesday,17:16:00,17,31-May-16,Tuesday,17:36:00,00:20:00,Business,Whitebridge,Tanglewood,6,Meal/Entertain,,228,,Cash,Completed
15-Dec-16,Thursday,18:22:00,18,15-Dec-16,Thursday,18:39:00,00:17:00,Business,Tanglewood,Whitebridge,5.8,Meal/Entertain,0,221.4,22,Uber Cash,Completed
07-Nov-16,Monday,09:06:00,9,07-Nov-16,Monday,09:29:00,00:23:00,Business,Whitebridge,Westpark Place,6.3,,,237.9,23,Card,Completed
10-Feb-16,Wednesday,11:05:00,11,10-Feb-16,Wednesday,11:11:00,00:06:00,Personal,Westpark Place,Whitebridge,1.7,,0,86.1,8,Uber Cash,Completed
11-Sep-16,Sunday,11:35:00,11,11-Sep-16,Sunday,11:59:00,00:24:00,Business,Cary,Durham,10.6,Meeting,3,379.8,37,Uber Cash,Completed
28-Nov-16,Monday,13:01:00,13,28-Nov-16,Monday,13:24:00,00:23:00,Business,Durham,Cary,9.9,Meeting,0,356.7,35,UPI/e-Wallet,Completed
01-Jul-16,Friday,14:38:00,14,01-Jul-16,Friday,14:46:00,00:08:00,Personal,Whitebridge,Westpark Place,1.9,,2,92.7,9,Uber Cash,Completed
18-Sep-16,Sunday,15:00:00,15,18-Sep-16,Sunday,15:18:00,00:18:00,Personal,Westpark Place,Hazelwood,4.2,,3,168.6,16,Uber Cash,Completed
02-May-16,Monday,17:01:00,17,02-May-16,Monday,17:12:00,00:11:00,Personal,Hazelwood,Whitebridge,2,,4,96,9,Uber Cash,Completed
06-May-16,Friday,05:22:00,5,06-May-16,Friday,05:38:00,00:16:00,Business,Whitebridge,Waverly Place,7.7,Meeting,2,284.1,,Cash,Completed
02-Aug-16,Tuesday,09:26:00,9,02-Aug-16,Tuesday,09:42:00,00:16:00,Business,Waverly Place,Whitebridge,6.8,Meeting,0,254.4,0,Gift Card,Completed
09-Apr-16,Saturday,11:07:00,11,09-Apr-16,Saturday,11:14:00,00:07:00,Personal,Whitebridge,Westpark Place,2.1,,5,99.3,9,UPI/e-Wallet,Completed
07-Jun-16,Tuesday,11:30:00,11,07-Jun-16,Tuesday,11:40:00,00:10:00,Business,Cary,Apex,3.8,Meeting,4,155.4,15,UPI/e-Wallet,Completed
23-Jul-16,Saturday,12:36:00,12,23-Jul-16,Saturday,12:48:00,00:12:00,Business,Apex,Cary,5.6,Meeting,0,214.8,21,UPI/e-Wallet,Completed
19-Mar-16,Saturday,14:55:00,14,19-Mar-16,Saturday,15:03:00,00:08:00,Business,Whitebridge,Hazelwood,2.6,,3,115.8,11,Gift Card,Completed
30-Jan-16,Saturday,16:40:00,16,30-Jan-16,Saturday,17:00:00,00:20:00,Business,Hazelwood,Whitebridge,6.6,Customer Visit,3,247.8,24,UPI/e-Wallet,Completed
18-Oct-16,Tuesday,18:47:00,18,18-Oct-16,Tuesday,19:10:00,00:23:00,Business,Whitebridge,Wayne Ridge,8,Meal/Entertain,5,294,29,Gift Card,Completed
13-Nov-16,Sunday,21:27:00,21,13-Nov-16,Sunday,21:45:00,00:18:00,Business,Wayne Ridge,Whitebridge,8,Meeting,2,294,29,Gift Card,Completed
07-Dec-16,Wednesday,09:45:00,9,07-Dec-16,Wednesday,09:52:00,00:07:00,Personal,Whitebridge,Westpark Place,2.2,,2,102.6,,Cash,Completed
10-Apr-16,Sunday,11:04:00,11,10-Apr-16,Sunday,11:10:00,00:06:00,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies,3,105.9,10,Card,Completed
26-Feb-16,Friday,14:44:00,14,26-Feb-16,Friday,14:58:00,00:14:00,Business,Whitebridge,Northwoods,5.2,Meal/Entertain,0,201.6,20,Gift Card,Completed
25-Oct-16,Tuesday,15:27:00,15,25-Oct-16,Tuesday,15:48:00,00:21:00,Business,Cary,Raleigh,7.6,Customer Visit,5,280.8,28,Gift Card,Completed
26-Feb-16,Friday,16:02:00,16,26-Feb-16,Friday,16:42:00,00:40:00,Business,Raleigh,Cary,17.3,Meeting,1,600.9,60,UPI/e-Wallet,Completed
29-Sep-16,Thursday,07:47:00,7,29-Sep-16,Thursday,08:06:00,00:19:00,Business,Cary,Durham,9.9,Meeting,4,356.7,35,Gift Card,Completed
21-Aug-16,Sunday,09:46:00,9,21-Aug-16,Sunday,10:03:00,00:17:00,Business,Durham,Cary,9.9,Customer Visit,3,356.7,35,UPI/e-Wallet,Completed
20-Apr-16,Wednesday,11:46:00,11,20-Apr-16,Wednesday,12:06:00,00:20:00,Business,Cary,Durham,10.4,Meeting,4,373.2,37,Gift Card,Completed
06-Apr-16,Wednesday,13:03:00,13,06-Apr-16,Wednesday,13:25:00,00:22:00,Business,Durham,Cary,10.9,Meeting,1,389.7,38,UPI/e-Wallet,Completed
12-May-16,Thursday,13:40:00,13,12-May-16,Thursday,14:09:00,00:29:00,Business,Cary,Raleigh,15.7,Customer Visit,4,548.1,,Cash,Completed
16-Apr-16,Saturday,15:56:00,15,16-Apr-16,Saturday,16:08:00,00:12:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,2,191.7,19,Uber Cash,Completed
21-Jun-16,Tuesday,16:16:00,16,21-Jun-16,Tuesday,16:22:00,00:06:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,2,56.4,5,Uber Cash,Completed
04-Dec-16,Sunday,16:43:00,16,04-Dec-16,Sunday,17:12:00,00:29:00,Business,Raleigh,Cary,13.5,Meeting,1,475.5,47,UPI/e-Wallet,Completed
25-Sep-16,Sunday,19:02:00,19,25-Sep-16,Sunday,19:08:00,00:06:00,Business,Cary,Morrisville,1.9,Temporary Site,2,92.7,9,Gift Card,Completed
27-Apr-16,Wednesday,19:16:00,19,27-Apr-16,Wednesday,19:25:00,00:09:00,Business,Morrisville,Cary,2,Meal/Entertain,2,96,0,UPI/e-Wallet,Completed
17-Oct-16,Monday,11:44:00,11,17-Oct-16,Monday,11:59:00,00:15:00,Business,Cary,Morrisville,6.5,Meal/Entertain,2,244.5,24,Gift Card,Completed
05-Dec-16,Monday,12:57:00,12,05-Dec-16,Monday,13:12:00,00:15:00,Personal,Weston,Weston,4.2,,5,168.6,16,Card,Completed
14-Nov-16,Monday,14:08:00,14,14-Nov-16,Monday,14:18:00,00:10:00,Personal,Morrisville,Cary,3.5,,4,145.5,14,Gift Card,Completed
24-Jan-16,Sunday,14:39:00,14,24-Jan-16,Sunday,15:01:00,00:22:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,3,287.4,,UPI/e-Wallet,Completed
08-Dec-16,Thursday,16:52:00,16,08-Dec-16,Thursday,17:13:00,00:21:00,Business,Cary,Morrisville,7.8,Meal/Entertain,2,287.4,28,Gift Card,Completed
22-Jan-16,Friday,17:23:00,17,22-Jan-16,Friday,17:34:00,00:11:00,Business,Morrisville,Cary,3.9,Meal/Entertain,2,158.7,15,Card,Completed
02-Aug-16,Tuesday,09:10:00,9,02-Aug-16,Tuesday,09:20:00,00:10:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,0,122.4,12,Uber Cash,Completed
20-Jun-16,Monday,09:23:00,9,20-Jun-16,Monday,09:47:00,00:24:00,Business,Cary,Raleigh,12.4,Customer Visit,5,439.2,43,Uber Cash,Completed
04-Dec-16,Sunday,12:10:00,12,04-Dec-16,Sunday,12:26:00,00:16:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,0,224.7,22,UPI/e-Wallet,Completed
06-Nov-16,Sunday,13:57:00,13,06-Nov-16,Sunday,14:18:00,00:21:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,0,340.2,34,Uber Cash,Completed
16-Jul-16,Saturday,15:19:00,15,16-Jul-16,Saturday,15:45:00,00:26:00,Business,Raleigh,Cary,11.9,Between Offices,0,422.7,42,Card,Completed
15-Dec-16,Thursday,14:38:00,14,15-Dec-16,Thursday,14:55:00,00:17:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,5,267.6,0,Card,Completed
25-Sep-16,Sunday,15:35:00,15,25-Sep-16,Sunday,16:00:00,00:25:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,5,280.8,28,Card,Completed
06-Feb-16,Saturday,16:13:00,16,06-Feb-16,Saturday,16:25:00,00:12:00,Personal,Whitebridge,Whitebridge,1.6,,,82.8,8,Uber Cash,Completed
08-Mar-16,Tuesday,03:36:00,3,08-Mar-16,Tuesday,03:53:00,00:17:00,Business,Cary,Morrisville,8.4,Meeting,0,307.2,30,UPI/e-Wallet,Completed
20-Mar-16,Sunday,10:08:00,10,20-Mar-16,Sunday,10:37:00,00:29:00,Business,East Austin,West University,12.8,Meeting,0,452.4,,Cash,Completed
10-Jun-16,Friday,14:39:00,14,10-Jun-16,Friday,14:55:00,00:16:00,Business,West University,South Congress,2.3,,5,105.9,10,UPI/e-Wallet,Completed
18-Oct-16,Tuesday,16:18:00,16,18-Oct-16,Tuesday,16:28:00,00:10:00,Business,South Congress,Arts District,1.6,,4,82.8,8,Card,Completed
27-Feb-16,Saturday,09:47:00,9,27-Feb-16,Saturday,09:59:00,00:12:00,Business,The Drag,Congress Ave District,2,Meal/Entertain,3,96,9,Uber Cash,Completed
11-Jun-16,Saturday,10:29:00,10,11-Jun-16,Saturday,10:36:00,00:07:00,Business,Congress Ave District,Downtown,0.8,,3,56.4,5,Uber Cash,Completed
28-Dec-16,Wednesday,11:57:00,11,28-Dec-16,Wednesday,12:04:00,00:07:00,Business,Downtown,Red River District,1.2,,3,69.6,6,UPI/e-Wallet,Completed
05-May-16,Thursday,13:43:00,13,05-May-16,Thursday,13:51:00,00:08:00,Business,Red River District,Downtown,1,,5,63,6,Uber Cash,Completed
19-Sep-16,Monday,19:21:00,19,19-Sep-16,Monday,19:35:00,00:14:00,Business,South Congress,The Drag,2.1,,3,99.3,9,UPI/e-Wallet,Completed
24-Nov-16,Thursday,09:13:00,9,24-Nov-16,Thursday,09:22:00,00:09:00,Business,The Drag,South Congress,2.2,,1,102.6,10,Uber Cash,Completed
03-May-16,Tuesday,18:27:00,18,03-May-16,Tuesday,18:37:00,00:10:00,Personal,South Congress,The Drag,1.9,,4,92.7,9,Card,Completed
18-Jan-16,Monday,09:07:00,9,18-Jan-16,Monday,09:37:00,00:30:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,4,218.1,21,Uber Cash,Completed
05-Dec-16,Monday,18:23:00,18,05-Dec-16,Monday,18:43:00,00:20:00,Business,South Congress,North Austin,8.4,Meal/Entertain,1,307.2,30,UPI/e-Wallet,Completed
21-Oct-16,Friday,20:07:00,20,21-Oct-16,Friday,20:28:00,00:21:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,3,234.6,,Cash,Completed
17-Mar-16,Thursday,20:39:00,20,17-Mar-16,Thursday,20:58:00,00:19:00,Business,The Drag,North Austin,10.5,Meal/Entertain,2,376.5,37,Uber Cash,Completed
28-Apr-16,Thursday,21:11:00,21,28-Apr-16,Thursday,21:23:00,00:12:00,Business,North Austin,Coxville,7.2,Meal/Entertain,2,267.6,26,Card,Completed
18-May-16,Wednesday,22:19:00,22,18-May-16,Wednesday,22:39:00,00:20:00,Business,Coxville,The Drag,12.5,,1,442.5,44,Uber Cash,Completed
22-Jul-16,Friday,08:34:00,8,22-Jul-16,Friday,08:49:00,00:15:00,,The Drag,South Congress,2,Errand/Supplies,4,96,9,Uber Cash,Completed
05-Jan-16,Tuesday,18:39:00,18,05-Jan-16,Tuesday,18:55:00,00:16:00,Business,South Congress,The Drag,2.7,,2,119.1,11,UPI/e-Wallet,Completed
24-Jul-16,Sunday,08:45:00,8,24-Jul-16,Sunday,08:57:00,00:12:00,Business,The Drag,Convention Center District,2,Meal/Entertain,1,96,9,Uber Cash,Completed
11-Aug-16,Thursday,20:48:00,20,11-Aug-16,Thursday,21:01:00,00:13:00,Business,Downtown,The Drag,2.8,Meal/Entertain,2,122.4,12,UPI/e-Wallet,Completed
04-Nov-16,Friday,11:34:00,11,04-Nov-16,Friday,11:45:00,00:11:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,0,86.1,8,Uber Cash,Completed
08-Dec-16,Thursday,14:44:00,14,08-Dec-16,Thursday,14:55:00,00:11:00,,Convention Center District,West University,2,,3,96,,Card,Completed
29-Mar-16,Tuesday,18:43:00,18,29-Mar-16,Tuesday,18:56:00,00:13:00,,West University,Congress Ave District,2.1,Meal/Entertain,,99.3,,Uber Cash,Completed
27-Feb-16,Saturday,00:33:00,0,27-Feb-16,Saturday,00:44:00,00:11:00,,Downtown,The Drag,1.7,,4,86.1,8,UPI/e-Wallet,Completed
06-Feb-16,Saturday,12:52:00,12,06-Feb-16,Saturday,15:11:00,02:19:00,,Austin,Katy,136,Customer Visit,1,4518,50,Uber Cash,Completed
03-Oct-16,Monday,15:16:00,15,03-Oct-16,Monday,15:58:00,00:42:00,,Katy,Houston,30.2,Meeting,0,1026.6,50,Uber Cash,Completed
11-Nov-16,Friday,17:20:00,17,11-Nov-16,Friday,18:02:00,00:42:00,,Midtown,Alief,15.5,Meal/Entertain,1,541.5,54,UPI/e-Wallet,Completed
21-Nov-16,Monday,18:47:00,18,21-Nov-16,Monday,19:09:00,00:22:00,,Houston,Houston,4.9,,2,191.7,19,UPI/e-Wallet,Completed
06-Apr-16,Wednesday,20:57:00,20,06-Apr-16,Wednesday,21:28:00,00:31:00,,Houston,Houston,12.6,,0,445.8,44,UPI/e-Wallet,Completed
14-Jan-16,Thursday,21:48:00,21,14-Jan-16,Thursday,22:04:00,00:16:00,,Sharpstown,Midtown,10.4,,0,373.2,37,Gift Card,Completed
17-Jan-16,Sunday,07:15:00,7,17-Jan-16,Sunday,07:21:00,00:06:00,,Midtown,Midtown,1.1,Meal/Entertain,3,66.3,0,Card,Completed
18-Mar-16,Friday,08:35:00,8,18-Mar-16,Friday,08:43:00,00:08:00,Business,Midtown,Midtown,1.1,Meal/Entertain,1,66.3,6,Card,Completed
13-Jul-16,Wednesday,18:24:00,18,13-Jul-16,Wednesday,19:08:00,00:44:00,Business,Midtown,Sharpstown,13.2,Meeting,5,465.6,46,Uber Cash,Completed
09-Nov-16,Wednesday,19:23:00,19,09-Nov-16,Wednesday,19:29:00,00:06:00,Business,Sharpstown,Sharpstown,1,Errand/Supplies,2,63,,Cash,Completed
09-Jul-16,Saturday,21:01:00,21,09-Jul-16,Saturday,21:15:00,00:14:00,Business,Sharpstown,Midtown,9.2,Customer Visit,0,333.6,33,UPI/e-Wallet,Completed
15-Jul-16,Friday,09:10:00,9,15-Jul-16,Friday,09:25:00,00:15:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,3,340.2,34,Gift Card,Completed
14-Mar-16,Monday,12:50:00,12,14-Mar-16,Monday,13:13:00,00:23:00,Business,Houston,Sugar Land,12,Customer Visit,4,426,42,UPI/e-Wallet,Completed
31-Jan-16,Sunday,14:01:00,14,31-Jan-16,Sunday,14:57:00,00:56:00,Business,Sugar Land,Houston,35.1,Customer Visit,0,1188.3,50,Uber Cash,Completed
31-Mar-16,Thursday,15:34:00,15,31-Mar-16,Thursday,16:38:00,01:04:00,Business,Houston,Galveston,36.5,Meal/Entertain,4,1234.5,50,UPI/e-Wallet,Completed
25-Jan-16,Monday,17:17:00,17,25-Jan-16,Monday,17:32:00,00:15:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,2,132.3,13,Gift Card,Completed
30-Nov-16,Wednesday,17:37:00,17,30-Nov-16,Wednesday,17:47:00,00:10:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,3,99.3,,UPI/e-Wallet,Completed
14-Aug-16,Sunday,17:52:00,17,14-Aug-16,Sunday,18:00:00,00:08:00,Business,Port Bolivar,Port Bolivar,1.2,,4,69.6,6,Uber Cash,Completed
02-Nov-16,Wednesday,18:53:00,18,02-Nov-16,Wednesday,19:29:00,00:36:00,Business,Port Bolivar,Galveston,7.5,Meeting,2,277.5,27,Card,Completed
22-Sep-16,Thursday,19:33:00,19,22-Sep-16,Thursday,20:39:00,01:06:00,Business,Galveston,Houston,57,Customer Visit,3,1911,0,Gift Card,Completed
12-Jun-16,Sunday,07:37:00,7,12-Jun-16,Sunday,07:48:00,00:11:00,Business,Midtown,Washington Avenue,5.9,Meeting,4,224.7,22,UPI/e-Wallet,Completed
02-Feb-16,Tuesday,11:42:00,11,02-Feb-16,Tuesday,11:56:00,00:14:00,Business,Washington Avenue,Midtown,6.2,Meeting,3,234.6,0,Uber Cash,Completed
03-Jul-16,Sunday,17:08:00,17,03-Jul-16,Sunday,17:34:00,00:26:00,Business,Midtown,Sharpstown,10.4,,,373.2,,Cash,Completed
20-Feb-16,Saturday,18:34:00,18,20-Feb-16,Saturday,18:40:00,00:06:00,Personal,Sharpstown,Briar Meadow,1.2,,5,69.6,6,UPI/e-Wallet,Completed
27-Jul-16,Wednesday,18:45:00,18,27-Jul-16,Wednesday,19:06:00,00:21:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,1,346.8,34,Uber Cash,Completed
17-Sep-16,Saturday,10:21:00,10,17-Sep-16,Saturday,10:26:00,00:05:00,Personal,Midtown,Downtown,1,,5,63,6,UPI/e-Wallet,Completed
18-Apr-16,Monday,16:05:00,16,18-Apr-16,Monday,16:13:00,00:08:00,Business,Downtown,Midtown,0.9,Meal/Entertain,5,59.7,5,Uber Cash,Completed
11-Feb-16,Thursday,18:59:00,18,11-Feb-16,Thursday,19:15:00,00:16:00,Business,Midtown,Sharpstown,8.8,,3,320.4,32,Card,Completed
11-Jan-16,Monday,20:18:00,20,11-Jan-16,Monday,20:55:00,00:37:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,1,874.8,87,Card,Completed
10-Jul-16,Sunday,06:17:00,6,10-Jul-16,Sunday,06:43:00,00:26:00,Business,Midtown,Greater Greenspoint,23,Meal/Entertain,1,789,78,Uber Cash,Completed
17-Mar-16,Thursday,12:06:00,12,17-Mar-16,Thursday,12:24:00,00:18:00,Personal,Morrisville,Cary,8.1,,0,297.3,29,Card,Completed
30-Nov-16,Wednesday,19:12:00,19,30-Nov-16,Wednesday,19:25:00,00:13:00,Personal,Whitebridge,Whitebridge,1.4,,5,76.2,,UPI/e-Wallet,Completed
07-Mar-16,Monday,14:37:00,14,07-Mar-16,Monday,14:42:00,00:05:00,Personal,Whitebridge,Preston,1.7,,4,86.1,8,Uber Cash,Completed
10-Apr-16,Sunday,14:53:00,14,10-Apr-16,Sunday,14:59:00,00:06:00,Personal,Preston,Whitebridge,1.6,,3,82.8,8,Card,Completed
06-Sep-16,Tuesday,19:47:00,19,06-Sep-16,Tuesday,19:54:00,00:07:00,Personal,Whitebridge,Westpark Place,2,,2,96,9,Card,Completed
21-May-16,Saturday,20:34:00,20,21-May-16,Saturday,20:40:00,00:06:00,Business,Westpark Place,Whitebridge,2.2,,1,102.6,10,Card,Completed
10-May-16,Tuesday,13:24:00,13,10-May-16,Tuesday,16:22:00,02:58:00,Business,Cary,Latta,144,Customer Visit,4,4782,0,Card,Completed
06-Feb-16,Saturday,16:52:00,16,06-Feb-16,Saturday,22:22:00,05:30:00,Business,Latta,Jacksonville,310.3,Customer Visit,3,10269.9,0,Card,Completed
01-Jan-16,Friday,22:54:00,22,01-Jan-16,Friday,01:39:00,02:45:00,Business,Jacksonville,Kissimmee,201,Meeting,0,6663,0,Card,Completed
27-Sep-16,Tuesday,14:05:00,14,27-Sep-16,Tuesday,14:29:00,00:24:00,Personal,Couples Glen,Isles of Buena Vista,6.7,,4,251.1,25,Card,Completed
02-Feb-16,Tuesday,15:19:00,15,02-Feb-16,Tuesday,15:49:00,00:30:00,Personal,Kissimmee,Orlando,8.8,,0,320.4,,Cash,Completed
26-Feb-16,Friday,16:26:00,16,26-Feb-16,Friday,16:30:00,00:04:00,Personal,Lake Reams,Lake Reams,1.2,,2,69.6,6,Uber Cash,Completed
12-May-16,Thursday,00:31:00,0,12-May-16,Thursday,00:40:00,00:09:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,4,99.3,9,Card,Completed
09-Oct-16,Sunday,01:11:00,1,09-Oct-16,Sunday,01:23:00,00:12:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,4,247.8,24,Card,Completed
10-Sep-16,Saturday,15:31:00,15,10-Sep-16,Saturday,15:56:00,00:25:00,Business,Kissimmee,Orlando,6.1,Customer Visit,3,231.3,23,Uber Cash,Completed
12-Sep-16,Monday,21:26:00,21,12-Sep-16,Monday,21:41:00,00:15:00,Personal,Orlando,Orlando,6.9,,2,257.7,25,Card,Completed
27-Sep-16,Tuesday,23:04:00,23,27-Sep-16,Tuesday,23:18:00,00:14:00,Personal,Orlando,Kissimmee,7.3,,3,270.9,27,Uber Cash,Completed
05-Jan-16,Tuesday,12:29:00,12,05-Jan-16,Tuesday,12:42:00,00:13:00,Personal,Kissimmee,Orlando,3.6,,4,148.8,14,Card,Completed
14-Oct-16,Friday,19:30:00,19,14-Oct-16,Friday,20:23:00,00:53:00,Personal,Couples Glen,Vista East,27.2,,5,927.6,92,Uber Cash,Completed
27-Aug-16,Saturday,22:55:00,22,27-Aug-16,Saturday,23:26:00,00:31:00,Personal,Orlando,Kissimmee,25.7,,4,878.1,,UPI/e-Wallet,Completed
01-Aug-16,Monday,15:27:00,15,01-Aug-16,Monday,16:11:00,00:44:00,Personal,Kissimmee,Orlando,13.6,,5,478.8,0,Uber Cash,Completed
18-May-16,Wednesday,18:20:00,18,18-May-16,Wednesday,18:39:00,00:19:00,Personal,Sand Lake Commons,Sky Lake,6.2,,5,234.6,23,Uber Cash,Completed
14-May-16,Saturday,20:29:00,20,14-May-16,Saturday,20:44:00,00:15:00,Personal,Sky Lake,Sand Lake Commons,6,,0,228,22,Cash,Completed
08-Jun-16,Wednesday,23:04:00,23,08-Jun-16,Wednesday,23:21:00,00:17:00,Personal,Orlando,Kissimmee,13.8,,3,485.4,48,Uber Cash,Completed
23-Nov-16,Wednesday,22:05:00,22,23-Nov-16,Wednesday,22:55:00,00:50:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,2,980.4,0,Card,Completed
02-Feb-16,Tuesday,12:47:00,12,02-Feb-16,Tuesday,13:22:00,00:35:00,Business,Kissimmee,Orlando,16.1,Temporary Site,1,561.3,56,Uber Cash,Completed
03-Jul-16,Sunday,14:37:00,14,03-Jul-16,Sunday,15:09:00,00:32:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,2,571.2,0,Cash,Completed
24-Sep-16,Saturday,13:43:00,13,24-Sep-16,Saturday,14:01:00,00:18:00,Business,Kissimmee,Kissimmee,11,Meeting,1,393,39,Uber Cash,Completed
10-Jan-16,Sunday,14:36:00,14,10-Jan-16,Sunday,15:24:00,00:48:00,Business,Kissimmee,Orlando,15.5,Customer Visit,1,541.5,54,Uber Cash,Completed
20-Oct-16,Thursday,16:01:00,16,20-Oct-16,Thursday,16:49:00,00:48:00,Business,Orlando,Kissimmee,20.3,Meeting,3,699.9,0,Cash,Completed
10-Mar-16,Thursday,16:52:00,16,10-Mar-16,Thursday,16:57:00,00:05:00,Personal,Kissimmee,Kissimmee,0.7,,3,53.1,5,Uber Cash,Completed
28-Jul-16,Thursday,08:48:00,8,28-Jul-16,Thursday,09:04:00,00:16:00,Personal,Kissimmee,Kissimmee,5.5,,1,211.5,21,Card,Completed
12-Mar-16,Saturday,11:01:00,11,12-Mar-16,Saturday,11:16:00,00:15:00,Personal,Kissimmee,Kissimmee,5.1,,4,198.3,19,Uber Cash,Completed
16-May-16,Monday,12:21:00,12,16-May-16,Monday,14:47:00,02:26:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,3,2580.9,25,Uber Cash,Completed
06-Sep-16,Tuesday,16:57:00,16,06-Sep-16,Tuesday,18:09:00,01:12:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,1,2686.5,11,Card,Completed
21-Apr-16,Thursday,19:38:00,19,21-Apr-16,Thursday,22:36:00,02:58:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,3,5778.6,50,Uber Cash,Completed
09-Oct-16,Sunday,23:11:00,23,09-Oct-16,Sunday,01:34:00,02:23:00,Business,Ridgeland,Florence,144,Meeting,1,4782,0,Uber Cash,Completed
03-Apr-16,Sunday,02:00:00,2,03-Apr-16,Sunday,04:16:00,02:16:00,Business,Florence,Cary,159.3,Meeting,1,5286.9,0,UPI/e-Wallet,Completed
15-Aug-16,Monday,21:39:00,21,15-Aug-16,Monday,21:55:00,00:16:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,4,290.7,29,Uber Cash,Completed
08-Jul-16,Friday,00:19:00,0,08-Jul-16,Friday,00:39:00,00:20:00,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain,0,294,29,Card,Completed
20-Dec-16,Tuesday,18:20:00,18,20-Dec-16,Tuesday,18:39:00,00:19:00,Business,Cary,Morrisville,6.1,Meal/Entertain,1,231.3,23,Uber Cash,Completed
06-Apr-16,Wednesday,19:45:00,19,06-Apr-16,Wednesday,20:00:00,00:15:00,Business,Morrisville,Cary,6.1,Errand/Supplies,4,231.3,23,Card,Completed
27-Oct-16,Thursday,12:30:00,12,27-Oct-16,Thursday,12:48:00,00:18:00,Business,Cary,Durham,10.5,Meeting,3,376.5,37,Card,Completed
18-Oct-16,Tuesday,13:34:00,13,18-Oct-16,Tuesday,13:51:00,00:17:00,Business,Durham,Cary,8.7,Meal/Entertain,4,317.1,31,Uber Cash,Completed
25-Dec-16,Sunday,13:55:00,13,25-Dec-16,Sunday,14:03:00,00:08:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,0,89.4,8,Card,Completed
27-Oct-16,Thursday,14:43:00,14,27-Oct-16,Thursday,15:20:00,00:37:00,Business,Cary,Raleigh,19.1,Meeting,1,660.3,66,Uber Cash,Completed
28-Feb-16,Sunday,16:05:00,16,28-Feb-16,Sunday,16:47:00,00:42:00,Business,Raleigh,Cary,18.6,Meeting,0,643.8,64,Cash,Completed
14-Nov-16,Monday,09:15:00,9,14-Nov-16,Monday,09:26:00,00:11:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,0,122.4,12,Cash,Completed
26-May-16,Thursday,09:34:00,9,26-May-16,Thursday,09:53:00,00:19:00,Business,Cary,Raleigh,8.9,Meeting,2,323.7,32,Cash,Completed
03-Mar-16,Thursday,10:58:00,10,03-Mar-16,Thursday,11:18:00,00:20:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,2,277.5,27,Cash,Completed
19-Oct-16,Wednesday,12:22:00,12,19-Oct-16,Wednesday,12:44:00,00:22:00,Business,Raleigh,Morrisville,15.9,Meeting,5,554.7,55,Cash,Completed
06-Jan-16,Wednesday,13:42:00,13,06-Jan-16,Wednesday,14:01:00,00:19:00,Business,Morrisville,Cary,6.5,Meal/Entertain,4,244.5,24,Card,Completed
